SERIALNO,HINCP,NP,WGTP,AMI_80,HINCP_threshold,AMI_60,AMI_50,AMI_40
1442554,27960.814638543663,2,112,112,Under 60,112,112,112
1442878,48119.82893786822,4,73,73,Under 60,73,73,0
1442997,24086.09500698518,2,136,136,Under 60,136,136,136
1445158,35605.53174945635,4,65,65,Under 60,65,65,65
1445476,102313.54270358487,2,68,0,Over 60,0,0,0
1445543,238347.61841694897,4,376,0,Over 60,0,0,0
1445862,47124.968491927524,1,116,116,Over 60,0,0,0
1446823,167555.44352685343,2,67,0,Over 60,0,0,0
1447347,176352.10431201322,2,117,0,Over 60,0,0,0
1447497,167586.86017251472,4,79,0,Over 60,0,0,0
1447542,87966.60785159805,1,118,0,Over 60,0,0,0
1447704,73514.95084740693,5,108,108,Over 60,0,0,0
1449579,134567.96558250414,3,74,0,Over 60,0,0,0
1449962,120430.4750349259,3,59,0,Over 60,0,0,0
1451488,106607.15094396049,2,184,0,Over 60,0,0,0
1452152,12566.658264514006,1,213,213,Under 60,213,213,213
1452657,178027.65874728176,4,74,0,Over 60,0,0,0
1452878,9006.105089568371,2,113,113,Under 60,113,113,113
1453211,217822.07658490943,5,117,0,Over 60,0,0,0
1453539,314166.45661285013,4,113,0,Over 60,0,0,0
1454009,13718.601938761123,2,114,114,Under 60,114,114,114
1454100,260234.5482276442,2,117,0,Over 60,0,0,0
1454111,490832.7273814762,2,67,0,Over 60,0,0,0
1454400,193735.98157792425,2,120,0,Over 60,0,0,0
1455118,25133.316529028012,1,377,377,Under 60,377,377,377
1456763,5026.663305805602,1,89,89,Under 60,89,89,89
1457162,279691.92410720006,4,47,0,Over 60,0,0,0
1457447,5340.829762418452,1,64,64,Under 60,64,64,64
1457891,117288.8104687974,3,66,0,Over 60,0,0,0
1458040,115194.36742471173,1,117,0,Over 60,0,0,0
1458612,141374.90547578258,1,134,0,Over 60,0,0,0
1458924,41051.08366407909,1,112,112,Under 60,112,0,0
1459245,104198.54144326197,2,67,0,Over 60,0,0,0
1459684,105769.37372632622,2,100,0,Over 60,0,0,0
1459838,62833.29132257003,1,69,0,Over 60,0,0,0
1460484,234577.6209375948,2,76,0,Over 60,0,0,0
1460646,205255.41832039543,4,77,0,Over 60,0,0,0
1460850,43040.80455596047,1,125,125,Over 60,0,0,0
1461157,640899.5714902143,2,108,0,Over 60,0,0,0
1462408,588538.4953880727,2,204,0,Over 60,0,0,0
1462451,41197.694677165084,2,104,104,Under 60,104,0,0
1465148,41888.86088171336,1,184,184,Under 60,184,0,0
1465839,104732.62441950382,1,130,0,Over 60,0,0,0
1466295,698496.7552025702,4,124,0,Over 60,0,0,0
1466720,89432.71798245801,6,60,60,Over 60,0,0,0
1466809,110021.09310582012,2,225,0,Over 60,0,0,0
1466965,106292.98448734764,4,72,0,Over 60,0,0,0
1467027,68174.12108498848,2,222,0,Over 60,0,0,0
1467072,59691.62675644153,1,144,0,Over 60,0,0,0
1467234,123572.1396010544,3,83,0,Over 60,0,0,0
1468425,9927.660028966066,1,57,57,Under 60,57,57,57
1469242,78855.7806098254,2,59,0,Over 60,0,0,0
1469476,43983.303925799024,2,257,257,Under 60,257,0,0
1470469,78541.61415321253,1,100,0,Over 60,0,0,0
1471760,62833.29132257003,1,61,0,Over 60,0,0,0
1472198,71211.0634989127,1,164,0,Over 60,0,0,0
1472440,94249.93698385505,1,114,0,Over 60,0,0,0
1473514,115194.36742471173,3,65,0,Over 60,0,0,0
1475310,15708.322830642508,1,33,33,Under 60,33,33,33
1475832,97391.60154998355,4,64,0,Over 60,0,0,0
1476168,658702.3373649425,3,68,0,Over 60,0,0,0
1476730,96763.26863675784,3,45,0,Over 60,0,0,0
1478068,89013.82937364088,1,181,0,Over 60,0,0,0
1478430,152056.56500061948,4,70,0,Over 60,0,0,0
1479250,73305.50654299837,1,74,0,Over 60,0,0,0
1479536,71629.95210772984,1,147,0,Over 60,0,0,0
1481042,42726.63809934762,1,109,109,Over 60,0,0,0
1481765,158130.4498284679,4,106,0,Over 60,0,0,0
1482292,56549.96219031303,2,103,103,Over 60,0,0,0
1483686,89013.82937364088,2,138,0,Over 60,0,0,0
1484346,246097.05768006595,3,63,0,Over 60,0,0,0
1485057,130902.69025535423,3,145,0,Over 60,0,0,0
1486003,50266.633058056024,2,118,118,Over 60,0,0,0
1487794,20944.43044085668,1,306,306,Under 60,306,306,306
1488127,14629.684662938389,1,123,123,Under 60,123,123,123
1488873,75399.94958708403,2,68,0,Over 60,0,0,0
1489867,101475.7654859506,4,131,0,Over 60,0,0,0
1489871,170382.94163636907,2,153,0,Over 60,0,0,0
1490032,18116.932331341024,1,287,287,Under 60,287,287,287
1491007,94249.93698385505,4,160,0,Over 60,0,0,0
1492093,11519.436742471173,4,91,91,Under 60,91,91,91
1492247,87966.60785159805,1,107,0,Over 60,0,0,0
1492514,209653.74871297533,4,132,0,Over 60,0,0,0
1492576,200019.31071018128,3,69,0,Over 60,0,0,0
1493466,209444.30440856676,4,136,0,Over 60,0,0,0
1493535,213633.1904967381,3,151,0,Over 60,0,0,0
1494076,2722.775957311368,4,397,397,Under 60,397,397,397
1494562,46496.635578701826,3,84,84,Under 60,84,0,0
1495435,579113.5016896871,2,122,0,Over 60,0,0,0
1496072,9215.549393976939,3,150,150,Under 60,150,150,150
1496115,206930.97275566397,4,130,0,Over 60,0,0,0
1496668,9424.993698385504,2,254,254,Under 60,254,254,254
1496838,345583.10227413516,2,106,0,Over 60,0,0,0
1497059,148705.4561300824,3,55,0,Over 60,0,0,0
1497405,30997.75705246788,5,233,233,Under 60,233,233,233
1497697,218869.29810695228,4,68,0,Over 60,0,0,0
1497811,146611.01308599673,1,75,0,Over 60,0,0,0
1498197,299505.3553042505,2,63,0,Over 60,0,0,0
1498374,111005.48133654038,2,186,0,Over 60,0,0,0
1498534,284739.53184344654,2,118,0,Over 60,0,0,0
1500606,29741.09122601648,3,122,122,Under 60,122,122,122
1500898,47124.968491927524,1,136,136,Over 60,0,0,0
1502089,83777.72176342671,4,128,0,Over 60,0,0,0
1502282,256988.16150931144,2,75,0,Over 60,0,0,0
1502353,159177.67135051073,2,98,0,Over 60,0,0,0
1502432,106816.59524836905,4,101,0,Over 60,0,0,0
1503457,128389.35860245144,3,127,0,Over 60,0,0,0
1503575,26180.538051070846,1,370,370,Under 60,370,370,370
1504401,10472.21522042834,1,104,104,Under 60,104,104,104
1504719,281178.9786685009,2,203,0,Over 60,0,0,0
1504838,54455.51914622736,1,479,479,Over 60,0,0,0
1504973,190594.31701179576,2,74,0,Over 60,0,0,0
1505148,150799.89917416807,2,72,0,Over 60,0,0,0
1508596,214177.74568820038,4,170,0,Over 60,0,0,0
1508753,33301.64440096212,2,110,110,Under 60,110,110,0
1509954,43145.526708164754,2,147,147,Under 60,147,0,0
1511337,18012.210179136742,1,104,104,Under 60,104,104,104
1511822,68069.3989327842,1,108,0,Over 60,0,0,0
1514103,176980.43722523891,2,118,0,Over 60,0,0,0
1514126,620583.4739625833,4,46,0,Over 60,0,0,0
1515359,45239.96975225042,2,183,183,Under 60,183,0,0
1515690,169806.9697992455,4,92,0,Over 60,0,0,0
1515757,47124.968491927524,2,115,115,Under 60,115,0,0
1516313,84824.94328546955,3,114,0,Over 60,0,0,0
1516762,12566.658264514006,1,75,75,Under 60,75,75,75
1518704,197924.8676660956,2,112,0,Over 60,0,0,0
1519484,192688.76005588143,2,105,0,Over 60,0,0,0
1521207,169649.8865709391,1,293,0,Over 60,0,0,0
