ParcelID,DocumentDate,PropertyType,SalePrice,lat,lon,blkgrp
2623089105,8/5/2016,11,560000,47.4474,-121.75665,530330000000.0
3832500240,4/17/2018,11,420000,47.36571,-122.29061000000002,530330000000.0
7899800986,3/8/2018,11,377500,47.52153,-122.35597,530330000000.0
8835200850,8/1/2016,11,430000,47.7242,-122.16201000000001,530330000000.0
9433000360,9/28/2016,11,925000,47.70961,-122.10678999999999,530330000000.0
3293700428,4/4/2018,11,665000,47.74556,-122.35367,530330000000.0
7225500230,5/23/2017,11,225000,47.48948,-122.20527,530330000000.0
7276100042,12/21/2016,11,451050,47.76292,-122.34279,530330000000.0
597000581,10/26/2017,11,699950,47.575959999999995,-122.30898,530330000000.0
3578401490,10/20/2016,11,675000,47.62064,-122.04059,530330000000.0
1336800325,7/7/2017,11,2550000,47.6258,-122.31092,530330000000.0
9212900610,5/30/2017,11,432000,47.688159999999996,-122.2917,530330000000.0
1721801680,3/21/2018,11,240000,47.50891,-122.33405,530330000000.0
7787900030,9/1/2016,11,1279990,47.590959999999995,-122.05179,530330000000.0
8165500720,2/15/2018,11,609950,47.53838,-122.36658999999999,530330000000.0
3547900125,12/12/2016,11,550000,47.63547,-122.39063,530330000000.0
3278612400,12/19/2016,11,479950,47.544109999999996,-122.36932,530330000000.0
9558041120,10/18/2017,11,444900,47.45196,-122.12121,530330000000.0
7915100155,3/10/2017,11,1196000,47.5749,-122.38217,530330000000.0
9516500020,3/17/2017,11,545100,47.76624,-122.15883999999998,530330000000.0
3021059391,8/15/2016,11,385000,47.27585,-122.22085,530330000000.0
9376300445,12/29/2016,11,670000,47.68566,-122.37071999999999,530330000000.0
7649400055,5/23/2017,11,825000,47.55454,-122.39911000000001,530330000000.0
1336800815,4/24/2018,11,1210000,47.62509,-122.30763,530330000000.0
8155800140,8/8/2017,11,1050000,47.66749,-122.01997,530330000000.0
3971701120,11/10/2016,11,399500,47.770920000000004,-122.31492,530330000000.0
8041200020,1/18/2017,11,221500,47.31888,-122.2199,530330000000.0
6817510190,1/9/2018,11,120000,47.35512,-122.04709,530330000000.0
1377300245,12/23/2016,11,670000,47.644709999999996,-122.40195,530330000000.0
9326100160,4/27/2018,11,390000,47.2312,-122.05671000000001,530330000000.0
844000235,5/15/2017,11,280000,47.31221,-122.00408,530330000000.0
6838000290,10/6/2016,11,562000,47.68026,-122.16297,530330000000.0
6838000290,5/23/2018,11,750000,47.68026,-122.16297,530330000000.0
1708400195,9/26/2016,11,325000,47.5582,-122.30563000000001,530330000000.0
3832050200,11/1/2016,11,345000,47.3351,-122.05176000000002,530330000000.0
3510000160,8/30/2016,11,140000,47.309470000000005,-122.20329,530330000000.0
5653100020,5/2/2017,11,640000,47.694109999999995,-122.2919,530330000000.0
8024200680,3/15/2017,11,590000,47.69896,-122.31738999999999,530330000000.0
8848000060,3/26/2018,11,450000,47.5155,-122.19745,530330000000.0
3244500090,11/4/2016,11,1150000,47.766729999999995,-122.14188,530330000000.0
6844701205,8/3/2016,11,585000,47.69287,-122.29002,530330000000.0
1445800040,12/12/2016,11,585000,47.71192,-122.20052,530330000000.0
5146000055,5/23/2017,11,588999,47.75104,-122.30123999999999,530330000000.0
526059100,8/15/2016,11,425000,47.76675,-122.20643999999999,530330000000.0
2916200175,9/18/2016,11,391000,47.721579999999996,-122.35068999999999,530330000000.0
2487200160,4/10/2017,11,651500,47.5199,-122.3898,530330000000.0
4059400240,10/20/2016,11,295000,47.50101,-122.24176000000001,530330000000.0
8823901300,3/30/2017,11,1155375,47.66577,-122.3075,530330000000.0
461004530,11/27/2016,11,725000,47.6797,-122.37001000000001,530330000000.0
8682262050,2/22/2018,11,629000,47.71828,-122.03183999999999,530330000000.0
5379806275,5/8/2018,11,350000,47.44547,-122.2814,530330000000.0
5379806275,10/25/2016,11,278000,47.44547,-122.2814,530330000000.0
3845100590,8/19/2016,11,457550,47.260329999999996,-122.19306999999999,530330000000.0
4232902350,3/16/2018,11,2345000,47.63447,-122.36407,530330000000.0
9485950370,10/19/2016,11,411600,47.3518,-122.08803,530330000000.0
8159610250,8/31/2016,11,352000,47.34082,-122.27176000000001,530330000000.0
6205500570,6/20/2017,11,1197000,47.587559999999996,-122.17681999999999,530330000000.0
2826079018,11/14/2016,11,305000,47.71182,-121.92253999999998,530330000000.0
7241000010,11/9/2017,11,2400000,47.64687,-122.32583000000001,530330000000.0
8732130650,12/15/2016,11,370000,47.30658,-122.3789,530330000000.0
1773101062,3/16/2017,11,320000,47.55466,-122.36323,530330000000.0
1944900300,8/28/2017,11,622000,47.60866,-122.13845,530330000000.0
3832050230,10/25/2016,11,399950,47.33477,-122.05171999999999,530330000000.0
1328310450,6/30/2017,11,430000,47.44174,-122.13316999999999,530330000000.0
2345500130,4/10/2018,11,340000,47.27649,-122.30595,530330000000.0
1624049319,5/1/2018,11,705000,47.56728,-122.29638,530330000000.0
50500060,4/4/2018,11,865000,47.33139,-122.35592,530330000000.0
5197000020,5/24/2017,11,1088000,47.65181,-122.11878,530330000000.0
3346300271,5/23/2017,11,475000,47.530190000000005,-122.18465,530330000000.0
8141200027,4/20/2018,11,744350,47.6236,-122.30552,530330000000.0
3426049170,10/18/2016,11,714000,47.698570000000004,-122.28828999999999,530330000000.0
9578140360,8/17/2016,11,383700,47.29658,-122.35346000000001,530330000000.0
7334400490,3/27/2017,11,418000,47.468270000000004,-121.75012,530330000000.0
7205400065,11/28/2016,11,300000,47.3521,-122.31433,530330000000.0
9272201538,4/21/2017,11,649000,47.588429999999995,-122.38576,530330000000.0
576000030,9/27/2017,11,327000,47.40416,-122.31268,530330000000.0
8024201375,5/2/2018,11,924950,47.6997,-122.31368,530330000000.0
3023049224,3/2/2018,11,749000,47.44762,-122.35246000000001,530330000000.0
1321740470,6/30/2017,11,346000,47.28867,-122.34565,530330000000.0
6802150260,5/16/2018,11,990125,47.61703,-122.03962,530330000000.0
7331900200,5/30/2017,11,225000,47.31433,-122.2068,530330000000.0
1868903645,5/16/2017,11,700000,47.67537,-122.29188,530330000000.0
1868903645,11/10/2016,11,442000,47.67537,-122.29188,530330000000.0
1561930020,6/20/2016,11,495000,47.42083,-122.21308,530330000000.0
1561930020,7/13/2016,11,495000,47.42083,-122.21308,530330000000.0
2207200600,4/9/2018,11,728000,47.602579999999996,-122.13147,530330000000.0
2228900302,11/16/2016,11,615100,47.77205,-122.35262,530330000000.0
2310030040,6/28/2017,11,350000,47.353790000000004,-122.04638999999999,530330000000.0
2420069296,10/3/2016,11,232000,47.20004,-121.99269,530330000000.0
7387500155,5/24/2017,11,358000,47.5198,-122.36288,530330000000.0
2525059221,11/15/2016,11,1699950,47.62379,-122.10653,530330000000.0
9359300590,8/26/2016,11,765000,47.77544,-122.09921000000001,530330000000.0
825059249,5/8/2018,11,1704600,47.6624,-122.18848,530330000000.0
825059249,1/10/2017,11,800000,47.6624,-122.18848,530330000000.0
1025069215,6/1/2017,11,840000,47.6642,-122.02597,530330000000.0
128500310,10/24/2016,11,211000,47.28188,-122.24700000000001,530330000000.0
5700002550,10/1/2016,11,850000,47.58054,-122.28775,530330000000.0
1919800475,8/24/2016,11,449900,47.69576,-122.33407,530330000000.0
8101900275,8/12/2016,11,275500,47.51595,-122.28411000000001,530330000000.0
2734101150,3/30/2018,11,571000,47.545,-122.31883,530330000000.0
293700020,3/16/2018,11,1079000,47.7729,-122.04637,530330000000.0
7979900680,3/21/2017,11,455000,47.7435,-122.29628999999998,530330000000.0
5651010170,5/4/2018,11,650000,47.77313,-122.16963999999999,530330000000.0
3073500019,4/28/2018,11,525000,47.75748,-122.33803,530330000000.0
739850020,12/5/2016,11,415000,47.40421,-122.19138999999998,530330000000.0
6810410220,3/14/2018,11,1417572,47.744890000000005,-122.20748999999999,530330000000.0
7172200125,7/18/2017,11,1450000,47.68434,-122.30498999999999,530330000000.0
1980200085,3/28/2017,11,762500,47.73388,-122.35868,530330000000.0
7575500020,3/1/2018,11,315000,47.19546,-121.99864,530330000000.0
7140200040,10/25/2016,11,320000,47.3699,-122.16611999999999,530330000000.0
8731981000,9/12/2016,11,355000,47.31715,-122.3793,530330000000.0
1247100050,2/24/2017,11,580000,47.6821,-122.18876999999999,530330000000.0
