Id,Id2,Geography,Food Stamps Total,Margin of Error; Total:,Estimate; Household received Food Stamps/SNAP in the past 12 months:,Margin of Error; Household received Food Stamps/SNAP in the past 12 months:,Estimate; Household received Food Stamps/SNAP in the past 12 months: - Households with 1 or more persons with a disability,Margin of Error; Household received Food Stamps/SNAP in the past 12 months: - Households with 1 or more persons with a disability,Estimate; Household received Food Stamps/SNAP in the past 12 months: - Households with no persons with a disability,Margin of Error; Household received Food Stamps/SNAP in the past 12 months: - Households with no persons with a disability,Estimate; Household did not receive Food Stamps/SNAP in the past 12 months:,Margin of Error; Household did not receive Food Stamps/SNAP in the past 12 months:,Estimate; Household did not receive Food Stamps/SNAP in the past 12 months: - Households with 1 or more persons with a disability,Margin of Error; Household did not receive Food Stamps/SNAP in the past 12 months: - Households with 1 or more persons with a disability,Estimate; Household did not receive Food Stamps/SNAP in the past 12 months: - Households with no persons with a disability,Margin of Error; Household did not receive Food Stamps/SNAP in the past 12 months: - Households with no persons with a disability
1500000US530330092001,530330092001,"Block Group 1, Census Tract 92, King County, Washington",996,114,387,93,246,71,141,86,609,112,115,64,494,117
1500000US530330092002,530330092002,"Block Group 2, Census Tract 92, King County, Washington",746,116,328,116,246,98,82,66,418,82,45,40,373,71
1500000US530330093001,530330093001,"Block Group 1, Census Tract 93, King County, Washington",434,84,45,41,17,18,28,35,389,82,57,36,332,82
1500000US530330093002,530330093002,"Block Group 2, Census Tract 93, King County, Washington",131,68,12,14,0,12,12,14,119,69,7,11,112,69
1500000US530330093003,530330093003,"Block Group 3, Census Tract 93, King County, Washington",387,76,72,35,42,32,30,22,315,75,58,37,257,77
1500000US530330094001,530330094001,"Block Group 1, Census Tract 94, King County, Washington",544,129,194,101,91,66,103,99,350,131,28,35,322,128
1500000US530330094002,530330094002,"Block Group 2, Census Tract 94, King County, Washington",615,120,172,89,81,77,91,64,443,123,61,58,382,122
1500000US530330094003,530330094003,"Block Group 3, Census Tract 94, King County, Washington",360,93,34,37,34,37,0,12,326,97,62,65,264,92
1500000US530330094004,530330094004,"Block Group 4, Census Tract 94, King County, Washington",333,100,14,23,14,23,0,12,319,103,0,12,319,103
1500000US530330094005,530330094005,"Block Group 5, Census Tract 94, King County, Washington",575,129,70,64,23,37,47,53,505,137,29,36,476,139
1500000US530330095001,530330095001,"Block Group 1, Census Tract 95, King County, Washington",654,116,31,35,12,19,19,28,623,121,154,103,469,109
1500000US530330095002,530330095002,"Block Group 2, Census Tract 95, King County, Washington",820,138,206,110,112,83,94,72,614,138,166,92,448,132
1500000US530330095003,530330095003,"Block Group 3, Census Tract 95, King County, Washington",476,80,15,24,15,24,0,12,461,81,0,12,461,81
1500000US530330095004,530330095004,"Block Group 4, Census Tract 95, King County, Washington",502,117,99,80,86,77,13,21,403,91,40,38,363,94
1500000US530330096001,530330096001,"Block Group 1, Census Tract 96, King County, Washington",282,74,18,27,0,12,18,27,264,73,46,53,218,66
1500000US530330096002,530330096002,"Block Group 2, Census Tract 96, King County, Washington",755,109,12,20,0,12,12,20,743,109,149,79,594,107
1500000US530330096003,530330096003,"Block Group 3, Census Tract 96, King County, Washington",561,124,18,28,18,28,0,12,543,123,32,35,511,131
1500000US530330096004,530330096004,"Block Group 4, Census Tract 96, King County, Washington",503,76,0,12,0,12,0,12,503,76,100,75,403,84
1500000US530330096005,530330096005,"Block Group 5, Census Tract 96, King County, Washington",709,121,35,58,0,12,35,58,674,117,0,12,674,117
1500000US530330097011,530330097011,"Block Group 1, Census Tract 97.01, King County, Washington",972,150,0,12,0,12,0,12,972,150,117,70,855,160
1500000US530330097012,530330097012,"Block Group 2, Census Tract 97.01, King County, Washington",604,131,52,49,26,30,26,39,552,132,73,61,479,143
1500000US530330097013,530330097013,"Block Group 3, Census Tract 97.01, King County, Washington",625,130,16,25,0,12,16,25,609,132,142,91,467,113
1500000US530330097014,530330097014,"Block Group 4, Census Tract 97.01, King County, Washington",748,126,25,31,25,31,0,12,723,134,86,63,637,139
1500000US530330097021,530330097021,"Block Group 1, Census Tract 97.02, King County, Washington",513,91,12,18,0,12,12,18,501,94,58,53,443,91
1500000US530330097022,530330097022,"Block Group 2, Census Tract 97.02, King County, Washington",421,66,58,59,46,56,12,18,363,66,97,56,266,75
1500000US530330097023,530330097023,"Block Group 3, Census Tract 97.02, King County, Washington",311,96,52,75,0,12,52,75,259,61,54,40,205,60
1500000US530330097024,530330097024,"Block Group 4, Census Tract 97.02, King County, Washington",418,59,11,18,0,12,11,18,407,61,58,43,349,67
1500000US530330097025,530330097025,"Block Group 5, Census Tract 97.02, King County, Washington",526,101,43,43,0,12,43,43,483,102,56,45,427,101
1500000US530330098001,530330098001,"Block Group 1, Census Tract 98, King County, Washington",577,87,19,31,19,31,0,12,558,90,32,34,526,93
1500000US530330098002,530330098002,"Block Group 2, Census Tract 98, King County, Washington",583,95,19,30,0,12,19,30,564,95,110,73,454,105
1500000US530330098003,530330098003,"Block Group 3, Census Tract 98, King County, Washington",591,89,0,12,0,12,0,12,591,89,86,75,505,71
1500000US530330098004,530330098004,"Block Group 4, Census Tract 98, King County, Washington",653,114,32,27,0,12,32,27,621,111,70,54,551,121
1500000US530330098005,530330098005,"Block Group 5, Census Tract 98, King County, Washington",615,112,13,21,13,21,0,12,602,112,60,72,542,101
1500000US530330099001,530330099001,"Block Group 1, Census Tract 99, King County, Washington",561,124,85,75,0,12,85,75,476,109,76,51,400,121
1500000US530330099002,530330099002,"Block Group 2, Census Tract 99, King County, Washington",699,148,15,25,15,25,0,12,684,150,69,49,615,153
1500000US530330099003,530330099003,"Block Group 3, Census Tract 99, King County, Washington",720,133,40,38,13,22,27,31,680,141,53,43,627,139
1500000US530330099004,530330099004,"Block Group 4, Census Tract 99, King County, Washington",456,131,73,96,0,12,73,96,383,102,17,30,366,100
1500000US530330100011,530330100011,"Block Group 1, Census Tract 100.01, King County, Washington",324,86,53,51,31,37,22,35,271,95,20,30,251,98
1500000US530330100012,530330100012,"Block Group 2, Census Tract 100.01, King County, Washington",605,111,55,47,11,18,44,42,550,119,33,38,517,114
1500000US530330100013,530330100013,"Block Group 3, Census Tract 100.01, King County, Washington",695,118,291,143,164,97,127,109,404,99,66,60,338,90
1500000US530330100021,530330100021,"Block Group 1, Census Tract 100.02, King County, Washington",358,90,27,42,0,12,27,42,331,101,24,26,307,105
1500000US530330100022,530330100022,"Block Group 2, Census Tract 100.02, King County, Washington",606,108,96,65,27,41,69,57,510,114,134,92,376,109
1500000US530330100023,530330100023,"Block Group 3, Census Tract 100.02, King County, Washington",211,65,4,9,4,9,0,12,207,63,36,34,171,61
1500000US530330100024,530330100024,"Block Group 4, Census Tract 100.02, King County, Washington",465,100,45,43,30,35,15,23,420,103,80,50,340,107
1500000US530330101001,530330101001,"Block Group 1, Census Tract 101, King County, Washington",382,88,0,12,0,12,0,12,382,88,17,26,365,88
1500000US530330101002,530330101002,"Block Group 2, Census Tract 101, King County, Washington",459,126,108,111,0,12,108,111,351,79,61,43,290,82
1500000US530330101003,530330101003,"Block Group 3, Census Tract 101, King County, Washington",191,67,50,45,50,45,0,12,141,60,27,33,114,57
1500000US530330101004,530330101004,"Block Group 4, Census Tract 101, King County, Washington",873,164,161,94,60,46,101,86,712,180,238,132,474,176
1500000US530330101005,530330101005,"Block Group 5, Census Tract 101, King County, Washington",741,123,124,104,109,100,15,24,617,114,58,44,559,119
1500000US530330102001,530330102001,"Block Group 1, Census Tract 102, King County, Washington",544,74,0,12,0,12,0,12,544,74,59,37,485,86
1500000US530330102002,530330102002,"Block Group 2, Census Tract 102, King County, Washington",459,80,8,13,0,12,8,13,451,82,98,56,353,82
1500000US530330102003,530330102003,"Block Group 3, Census Tract 102, King County, Washington",385,76,39,28,19,15,20,22,346,77,75,57,271,81
1500000US530330102004,530330102004,"Block Group 4, Census Tract 102, King County, Washington",543,67,15,16,15,16,0,12,528,70,35,27,493,79
1500000US530330103001,530330103001,"Block Group 1, Census Tract 103, King County, Washington",463,117,88,96,0,12,88,96,375,98,14,22,361,99
1500000US530330103002,530330103002,"Block Group 2, Census Tract 103, King County, Washington",403,114,81,51,54,42,27,32,322,119,17,24,305,115
1500000US530330103003,530330103003,"Block Group 3, Census Tract 103, King County, Washington",460,130,129,97,56,50,73,83,331,107,35,32,296,102
1500000US530330103004,530330103004,"Block Group 4, Census Tract 103, King County, Washington",439,132,178,103,58,59,120,91,261,106,15,22,246,110
1500000US530330103005,530330103005,"Block Group 5, Census Tract 103, King County, Washington",641,150,112,80,14,24,98,77,529,168,14,18,515,168
1500000US530330104011,530330104011,"Block Group 1, Census Tract 104.01, King County, Washington",470,67,52,58,48,57,4,9,418,74,42,46,376,66
1500000US530330104012,530330104012,"Block Group 2, Census Tract 104.01, King County, Washington",588,91,162,77,53,34,109,91,426,106,46,36,380,107
1500000US530330104013,530330104013,"Block Group 3, Census Tract 104.01, King County, Washington",434,86,134,80,69,59,65,50,300,83,56,43,244,83
1500000US530330104021,530330104021,"Block Group 1, Census Tract 104.02, King County, Washington",290,72,31,39,31,39,0,12,259,75,51,43,208,73
1500000US530330104022,530330104022,"Block Group 2, Census Tract 104.02, King County, Washington",421,113,37,30,0,12,37,30,384,116,95,83,289,106
1500000US530330104023,530330104023,"Block Group 3, Census Tract 104.02, King County, Washington",339,88,43,40,0,12,43,40,296,90,63,49,233,92
1500000US530330104024,530330104024,"Block Group 4, Census Tract 104.02, King County, Washington",419,107,10,15,0,12,10,15,409,109,48,41,361,108
1500000US530330105001,530330105001,"Block Group 1, Census Tract 105, King County, Washington",457,115,0,12,0,12,0,12,457,115,172,82,285,86
1500000US530330105002,530330105002,"Block Group 2, Census Tract 105, King County, Washington",721,119,44,71,44,71,0,12,677,102,13,21,664,101
1500000US530330105003,530330105003,"Block Group 3, Census Tract 105, King County, Washington",401,88,14,22,0,12,14,22,387,87,33,35,354,92
1500000US530330105004,530330105004,"Block Group 4, Census Tract 105, King County, Washington",902,167,67,72,53,68,14,21,835,162,134,82,701,169
1500000US530330105005,530330105005,"Block Group 5, Census Tract 105, King County, Washington",691,99,76,70,65,68,11,18,615,100,101,51,514,118
1500000US530330106001,530330106001,"Block Group 1, Census Tract 106, King County, Washington",684,127,16,25,16,25,0,12,668,129,58,51,610,129
1500000US530330106002,530330106002,"Block Group 2, Census Tract 106, King County, Washington",500,126,78,79,22,34,56,72,422,111,35,40,387,109
1500000US530330106003,530330106003,"Block Group 3, Census Tract 106, King County, Washington",867,115,82,68,34,52,48,44,785,114,96,61,689,124
1500000US530330106004,530330106004,"Block Group 4, Census Tract 106, King County, Washington",390,87,0,12,0,12,0,12,390,87,18,29,372,87
1500000US530330106005,530330106005,"Block Group 5, Census Tract 106, King County, Washington",687,107,25,35,25,35,0,12,662,110,119,60,543,110
1500000US530330106006,530330106006,"Block Group 6, Census Tract 106, King County, Washington",476,70,55,48,25,35,30,32,421,84,34,41,387,88
1500000US530330107011,530330107011,"Block Group 1, Census Tract 107.01, King County, Washington",921,152,351,115,140,99,211,122,570,163,64,69,506,154
1500000US530330107012,530330107012,"Block Group 2, Census Tract 107.01, King County, Washington",409,122,83,80,42,55,41,57,326,88,93,65,233,74
1500000US530330107021,530330107021,"Block Group 1, Census Tract 107.02, King County, Washington",429,94,31,31,10,15,21,26,398,91,2,8,396,93
1500000US530330107022,530330107022,"Block Group 2, Census Tract 107.02, King County, Washington",488,116,201,67,133,67,68,62,287,102,41,47,246,101
1500000US530330107023,530330107023,"Block Group 3, Census Tract 107.02, King County, Washington",511,97,183,54,39,35,144,45,328,99,42,44,286,99
1500000US530330108001,530330108001,"Block Group 1, Census Tract 108, King County, Washington",505,90,123,73,15,17,108,71,382,79,25,20,357,80
1500000US530330108002,530330108002,"Block Group 2, Census Tract 108, King County, Washington",454,94,90,56,0,12,90,56,364,81,66,52,298,80
1500000US530330108003,530330108003,"Block Group 3, Census Tract 108, King County, Washington",744,101,129,74,75,53,54,48,615,115,33,27,582,115
1500000US530330109001,530330109001,"Block Group 1, Census Tract 109, King County, Washington",314,56,24,24,4,8,20,22,290,52,32,26,258,53
1500000US530330109002,530330109002,"Block Group 2, Census Tract 109, King County, Washington",307,59,49,37,34,29,15,19,258,65,21,22,237,64
1500000US530330110011,530330110011,"Block Group 1, Census Tract 110.01, King County, Washington",377,96,147,59,64,64,83,48,230,76,8,14,222,75
1500000US530330110012,530330110012,"Block Group 2, Census Tract 110.01, King County, Washington",407,109,90,62,56,40,34,53,317,99,168,71,149,80
1500000US530330110013,530330110013,"Block Group 3, Census Tract 110.01, King County, Washington",807,126,360,128,218,107,142,86,447,117,84,60,363,114
1500000US530330110021,530330110021,"Block Group 1, Census Tract 110.02, King County, Washington",221,65,30,33,0,12,30,33,191,63,43,29,148,68
1500000US530330110022,530330110022,"Block Group 2, Census Tract 110.02, King County, Washington",668,90,298,98,50,42,248,86,370,110,35,34,335,107
1500000US530330110023,530330110023,"Block Group 3, Census Tract 110.02, King County, Washington",372,89,55,65,39,60,16,25,317,78,49,36,268,82
1500000US530330111011,530330111011,"Block Group 1, Census Tract 111.01, King County, Washington",366,82,211,73,151,68,60,37,155,77,52,35,103,70
1500000US530330111012,530330111012,"Block Group 2, Census Tract 111.01, King County, Washington",512,119,125,82,46,59,79,62,387,99,91,58,296,100
1500000US530330111013,530330111013,"Block Group 3, Census Tract 111.01, King County, Washington",333,93,48,41,13,19,35,38,285,99,16,20,269,97
1500000US530330111014,530330111014,"Block Group 4, Census Tract 111.01, King County, Washington",395,88,104,55,51,36,53,57,291,69,75,41,216,69
1500000US530330111021,530330111021,"Block Group 1, Census Tract 111.02, King County, Washington",406,66,0,12,0,12,0,12,406,66,82,46,324,68
1500000US530330111022,530330111022,"Block Group 2, Census Tract 111.02, King County, Washington",398,97,70,46,70,46,0,12,328,97,82,51,246,89
1500000US530330111023,530330111023,"Block Group 3, Census Tract 111.02, King County, Washington",315,84,80,53,17,14,63,52,235,88,57,44,178,82
1500000US530330111024,530330111024,"Block Group 4, Census Tract 111.02, King County, Washington",291,71,43,38,23,27,20,25,248,70,7,11,241,69
1500000US530330112001,530330112001,"Block Group 1, Census Tract 112, King County, Washington",594,88,173,90,71,50,102,78,421,100,77,55,344,86
1500000US530330112002,530330112002,"Block Group 2, Census Tract 112, King County, Washington",255,68,7,12,7,12,0,12,248,69,63,56,185,58
1500000US530330112003,530330112003,"Block Group 3, Census Tract 112, King County, Washington",533,99,213,95,62,53,151,89,320,84,56,46,264,81
1500000US530330113001,530330113001,"Block Group 1, Census Tract 113, King County, Washington",1118,154,282,116,199,103,83,68,836,140,174,83,662,126
1500000US530330113002,530330113002,"Block Group 2, Census Tract 113, King County, Washington",312,89,49,45,0,12,49,45,263,92,19,30,244,91
1500000US530330113003,530330113003,"Block Group 3, Census Tract 113, King County, Washington",312,84,30,34,12,21,18,28,282,80,46,42,236,89
1500000US530330113004,530330113004,"Block Group 4, Census Tract 113, King County, Washington",528,123,69,89,17,32,52,78,459,106,79,70,380,103
1500000US530330113005,530330113005,"Block Group 5, Census Tract 113, King County, Washington",444,121,82,65,0,12,82,65,362,109,72,56,290,92
1500000US530330114011,530330114011,"Block Group 1, Census Tract 114.01, King County, Washington",609,113,98,67,55,72,43,56,511,99,122,67,389,92
1500000US530330114012,530330114012,"Block Group 2, Census Tract 114.01, King County, Washington",557,119,91,69,28,35,63,60,466,117,74,52,392,118
1500000US530330114013,530330114013,"Block Group 3, Census Tract 114.01, King County, Washington",498,80,42,34,0,12,42,34,456,80,90,57,366,74
1500000US530330114021,530330114021,"Block Group 1, Census Tract 114.02, King County, Washington",572,95,46,41,34,35,12,19,526,100,64,44,462,108
1500000US530330114022,530330114022,"Block Group 2, Census Tract 114.02, King County, Washington",637,116,130,79,34,38,96,76,507,113,125,83,382,106
1500000US530330114023,530330114023,"Block Group 3, Census Tract 114.02, King County, Washington",642,108,188,62,56,37,132,60,454,99,170,67,284,77
1500000US530330115001,530330115001,"Block Group 1, Census Tract 115, King County, Washington",541,74,33,23,18,21,15,16,508,74,106,47,402,77
1500000US530330115002,530330115002,"Block Group 2, Census Tract 115, King County, Washington",610,88,6,11,0,12,6,11,604,89,41,32,563,89
1500000US530330115003,530330115003,"Block Group 3, Census Tract 115, King County, Washington",779,88,98,56,40,31,58,54,681,77,92,46,589,83
1500000US530330116001,530330116001,"Block Group 1, Census Tract 116, King County, Washington",520,113,0,12,0,12,0,12,520,113,57,67,463,110
1500000US530330116002,530330116002,"Block Group 2, Census Tract 116, King County, Washington",497,112,13,21,13,21,0,12,484,115,9,19,475,115
1500000US530330116003,530330116003,"Block Group 3, Census Tract 116, King County, Washington",640,117,0,12,0,12,0,12,640,117,94,63,546,138
1500000US530330116004,530330116004,"Block Group 4, Census Tract 116, King County, Washington",380,70,0,12,0,12,0,12,380,70,40,39,340,77
1500000US530330116005,530330116005,"Block Group 5, Census Tract 116, King County, Washington",423,78,0,12,0,12,0,12,423,78,15,25,408,82
1500000US530330116006,530330116006,"Block Group 6, Census Tract 116, King County, Washington",416,92,28,31,28,31,0,12,388,90,53,50,335,81
1500000US530330117001,530330117001,"Block Group 1, Census Tract 117, King County, Washington",468,93,124,73,9,14,115,72,344,96,87,49,257,98
1500000US530330117002,530330117002,"Block Group 2, Census Tract 117, King County, Washington",429,83,84,50,45,36,39,38,345,87,122,69,223,82
1500000US530330117003,530330117003,"Block Group 3, Census Tract 117, King County, Washington",571,79,113,62,70,57,43,32,458,85,111,51,347,91
1500000US530330117004,530330117004,"Block Group 4, Census Tract 117, King County, Washington",253,81,38,34,8,14,30,30,215,83,62,38,153,77
1500000US530330118001,530330118001,"Block Group 1, Census Tract 118, King County, Washington",413,115,21,28,12,21,9,18,392,113,138,90,254,91
1500000US530330118002,530330118002,"Block Group 2, Census Tract 118, King County, Washington",562,143,60,63,13,22,47,59,502,132,125,120,377,130
1500000US530330118003,530330118003,"Block Group 3, Census Tract 118, King County, Washington",339,119,31,36,31,36,0,12,308,129,17,27,291,124
1500000US530330118004,530330118004,"Block Group 4, Census Tract 118, King County, Washington",475,117,277,118,60,45,217,117,198,88,63,50,135,81
1500000US530330118005,530330118005,"Block Group 5, Census Tract 118, King County, Washington",337,79,84,50,55,37,29,34,253,75,50,46,203,65
1500000US530330118006,530330118006,"Block Group 6, Census Tract 118, King County, Washington",765,155,336,152,120,88,216,134,429,138,85,74,344,136
1500000US530330119001,530330119001,"Block Group 1, Census Tract 119, King County, Washington",562,120,13,21,13,21,0,12,549,119,99,57,450,129
1500000US530330119002,530330119002,"Block Group 2, Census Tract 119, King County, Washington",597,126,112,84,43,63,69,58,485,131,76,46,409,129
1500000US530330119003,530330119003,"Block Group 3, Census Tract 119, King County, Washington",471,124,116,109,26,39,90,102,355,126,76,56,279,125
1500000US530330119004,530330119004,"Block Group 4, Census Tract 119, King County, Washington",442,135,189,119,116,102,73,76,253,118,60,49,193,111
1500000US530330119005,530330119005,"Block Group 5, Census Tract 119, King County, Washington",432,134,65,49,65,49,0,12,367,140,34,41,333,135
1500000US530330120001,530330120001,"Block Group 1, Census Tract 120, King County, Washington",460,67,52,47,42,46,10,15,408,67,26,22,382,68
1500000US530330120002,530330120002,"Block Group 2, Census Tract 120, King County, Washington",481,84,9,15,9,15,0,12,472,86,15,16,457,87
1500000US530330120003,530330120003,"Block Group 3, Census Tract 120, King County, Washington",493,76,16,17,16,17,0,12,477,78,37,32,440,80
1500000US530330121001,530330121001,"Block Group 1, Census Tract 121, King County, Washington",531,66,0,12,0,12,0,12,531,66,45,33,486,67
1500000US530330121002,530330121002,"Block Group 2, Census Tract 121, King County, Washington",644,69,31,28,11,16,20,24,613,75,156,54,457,86
1500000US530330201001,530330201001,"Block Group 1, Census Tract 201, King County, Washington",502,53,11,18,0,12,11,18,491,56,52,33,439,61
1500000US530330201002,530330201002,"Block Group 2, Census Tract 201, King County, Washington",414,58,10,16,0,12,10,16,404,58,76,51,328,65
1500000US530330201003,530330201003,"Block Group 3, Census Tract 201, King County, Washington",336,55,8,13,0,12,8,13,328,51,51,35,277,58
1500000US530330202001,530330202001,"Block Group 1, Census Tract 202, King County, Washington",327,78,40,43,18,27,22,33,287,73,24,27,263,76
1500000US530330202002,530330202002,"Block Group 2, Census Tract 202, King County, Washington",643,132,9,18,9,18,0,12,634,133,261,100,373,120
1500000US530330202003,530330202003,"Block Group 3, Census Tract 202, King County, Washington",337,86,70,71,70,71,0,12,267,55,57,45,210,56
1500000US530330202004,530330202004,"Block Group 4, Census Tract 202, King County, Washington",359,63,14,22,0,12,14,22,345,62,39,37,306,60
1500000US530330202005,530330202005,"Block Group 5, Census Tract 202, King County, Washington",448,97,0,12,0,12,0,12,448,97,81,45,367,96
1500000US530330203001,530330203001,"Block Group 1, Census Tract 203, King County, Washington",615,129,30,45,0,12,30,45,585,123,53,44,532,135
1500000US530330203002,530330203002,"Block Group 2, Census Tract 203, King County, Washington",453,121,10,16,10,16,0,12,443,124,61,46,382,129
1500000US530330203003,530330203003,"Block Group 3, Census Tract 203, King County, Washington",412,91,32,36,15,21,17,27,380,99,156,61,224,93
1500000US530330203004,530330203004,"Block Group 4, Census Tract 203, King County, Washington",405,89,56,49,21,32,35,39,349,94,46,46,303,87
1500000US530330203005,530330203005,"Block Group 5, Census Tract 203, King County, Washington",888,164,183,105,79,59,104,93,705,164,156,90,549,170
1500000US530330204011,530330204011,"Block Group 1, Census Tract 204.01, King County, Washington",783,77,98,66,45,45,53,55,685,80,105,70,580,88
1500000US530330204012,530330204012,"Block Group 2, Census Tract 204.01, King County, Washington",323,55,0,12,0,12,0,12,323,55,57,48,266,59
1500000US530330204013,530330204013,"Block Group 3, Census Tract 204.01, King County, Washington",256,51,14,21,0,12,14,21,242,49,64,40,178,48
1500000US530330204021,530330204021,"Block Group 1, Census Tract 204.02, King County, Washington",456,96,42,40,0,12,42,40,414,97,107,75,307,86
1500000US530330204022,530330204022,"Block Group 2, Census Tract 204.02, King County, Washington",472,107,0,12,0,12,0,12,472,107,89,73,383,106
1500000US530330204023,530330204023,"Block Group 3, Census Tract 204.02, King County, Washington",259,75,44,36,30,35,14,23,215,75,29,32,186,84
1500000US530330204024,530330204024,"Block Group 4, Census Tract 204.02, King County, Washington",377,74,0,12,0,12,0,12,377,74,28,31,349,80
1500000US530330204025,530330204025,"Block Group 5, Census Tract 204.02, King County, Washington",604,96,85,33,31,35,54,38,519,101,27,31,492,110
1500000US530330205001,530330205001,"Block Group 1, Census Tract 205, King County, Washington",865,112,130,51,105,51,25,28,735,107,101,85,634,116
1500000US530330205002,530330205002,"Block Group 2, Census Tract 205, King County, Washington",432,89,12,19,12,19,0,12,420,91,83,80,337,87
1500000US530330205003,530330205003,"Block Group 3, Census Tract 205, King County, Washington",579,103,17,25,17,25,0,12,562,100,65,65,497,101
1500000US530330205004,530330205004,"Block Group 4, Census Tract 205, King County, Washington",203,59,8,17,8,17,0,12,195,57,31,26,164,59
1500000US530330205005,530330205005,"Block Group 5, Census Tract 205, King County, Washington",297,97,20,33,20,33,0,12,277,93,25,32,252,98
1500000US530330205006,530330205006,"Block Group 6, Census Tract 205, King County, Washington",250,63,32,36,32,36,0,12,218,68,75,41,143,66
1500000US530330206001,530330206001,"Block Group 1, Census Tract 206, King County, Washington",364,69,10,15,3,9,7,11,354,68,86,44,268,72
1500000US530330206002,530330206002,"Block Group 2, Census Tract 206, King County, Washington",360,72,80,53,54,48,26,20,280,70,37,30,243,65
1500000US530330206003,530330206003,"Block Group 3, Census Tract 206, King County, Washington",302,78,11,19,11,19,0,12,291,77,26,31,265,72
1500000US530330206004,530330206004,"Block Group 4, Census Tract 206, King County, Washington",252,58,19,24,11,18,8,15,233,58,60,47,173,48
1500000US530330207001,530330207001,"Block Group 1, Census Tract 207, King County, Washington",498,89,92,72,65,69,27,26,406,82,82,43,324,73
1500000US530330207002,530330207002,"Block Group 2, Census Tract 207, King County, Washington",588,84,215,78,186,76,29,25,373,81,79,46,294,80
1500000US530330207003,530330207003,"Block Group 3, Census Tract 207, King County, Washington",404,83,0,12,0,12,0,12,404,83,133,68,271,71
1500000US530330208001,530330208001,"Block Group 1, Census Tract 208, King County, Washington",495,78,25,26,9,14,16,23,470,77,108,47,362,74
1500000US530330208002,530330208002,"Block Group 2, Census Tract 208, King County, Washington",366,65,44,31,6,11,38,30,322,62,46,30,276,65
1500000US530330208003,530330208003,"Block Group 3, Census Tract 208, King County, Washington",402,65,27,31,17,29,10,15,375,62,37,30,338,65
1500000US530330208004,530330208004,"Block Group 4, Census Tract 208, King County, Washington",377,75,7,13,7,13,0,12,370,75,50,31,320,83
1500000US530330209001,530330209001,"Block Group 1, Census Tract 209, King County, Washington",576,99,76,67,11,18,65,64,500,96,144,46,356,96
1500000US530330209002,530330209002,"Block Group 2, Census Tract 209, King County, Washington",426,58,59,37,35,35,24,18,367,64,47,31,320,69
1500000US530330209003,530330209003,"Block Group 3, Census Tract 209, King County, Washington",384,68,59,60,10,16,49,58,325,83,17,20,308,85
1500000US530330210001,530330210001,"Block Group 1, Census Tract 210, King County, Washington",287,57,16,23,0,12,16,23,271,63,73,37,198,70
1500000US530330210002,530330210002,"Block Group 2, Census Tract 210, King County, Washington",443,88,0,12,0,12,0,12,443,88,107,50,336,78
1500000US530330210003,530330210003,"Block Group 3, Census Tract 210, King County, Washington",603,128,65,69,11,18,54,65,538,144,104,47,434,145
1500000US530330210004,530330210004,"Block Group 4, Census Tract 210, King County, Washington",455,106,25,28,14,24,11,17,430,114,171,116,259,74
1500000US530330210005,530330210005,"Block Group 5, Census Tract 210, King County, Washington",341,106,26,33,17,28,9,17,315,107,71,50,244,109
1500000US530330211001,530330211001,"Block Group 1, Census Tract 211, King County, Washington",661,86,96,73,52,57,44,46,565,84,87,60,478,95
1500000US530330211002,530330211002,"Block Group 2, Census Tract 211, King County, Washington",376,69,42,38,21,18,21,33,334,70,94,51,240,55
1500000US530330211003,530330211003,"Block Group 3, Census Tract 211, King County, Washington",579,86,157,73,63,48,94,59,422,91,49,34,373,91
1500000US530330211004,530330211004,"Block Group 4, Census Tract 211, King County, Washington",0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US530330213001,530330213001,"Block Group 1, Census Tract 213, King County, Washington",547,84,28,25,8,12,20,22,519,86,70,40,449,83
1500000US530330213002,530330213002,"Block Group 2, Census Tract 213, King County, Washington",493,95,62,49,34,43,28,23,431,91,62,55,369,82
1500000US530330213003,530330213003,"Block Group 3, Census Tract 213, King County, Washington",566,104,95,46,39,39,56,32,471,106,14,13,457,107
1500000US530330214001,530330214001,"Block Group 1, Census Tract 214, King County, Washington",386,64,18,19,0,12,18,19,368,70,93,54,275,75
1500000US530330214002,530330214002,"Block Group 2, Census Tract 214, King County, Washington",583,86,63,54,44,51,19,21,520,78,64,40,456,85
1500000US530330214003,530330214003,"Block Group 3, Census Tract 214, King County, Washington",447,68,0,12,0,12,0,12,447,68,32,28,415,73
1500000US530330215001,530330215001,"Block Group 1, Census Tract 215, King County, Washington",361,76,0,12,0,12,0,12,361,76,71,35,290,75
1500000US530330215002,530330215002,"Block Group 2, Census Tract 215, King County, Washington",343,55,0,12,0,12,0,12,343,55,40,23,303,56
1500000US530330215003,530330215003,"Block Group 3, Census Tract 215, King County, Washington",588,83,0,12,0,12,0,12,588,83,105,53,483,86
1500000US530330215004,530330215004,"Block Group 4, Census Tract 215, King County, Washington",377,62,10,15,10,15,0,12,367,62,17,20,350,63
1500000US530330216001,530330216001,"Block Group 1, Census Tract 216, King County, Washington",561,75,41,26,14,16,27,25,520,78,130,66,390,82
1500000US530330216002,530330216002,"Block Group 2, Census Tract 216, King County, Washington",368,80,23,24,0,12,23,24,345,80,103,48,242,69
